ID_Location,Name,Species,Year,Animals Sighted,Groups Sighted,Transect Length (km),Num per 100km,,,,,,,,,,,
45,Balyerwa,Wild dog,2017,,,86,,,,,,,,,,,,
45,Balyerwa,Wild dog,2018,,,93,,,,,,,,,,,,
45,Balyerwa,Wild dog,2019,,,44,,,,,,,,,,,,
45,Balyerwa,Wild dog,2020,,,85,,,,,,,,,,,,
45,Balyerwa,Wild dog,2021,,,97,,,,,,,,,,,,
45,Balyerwa,Wild dog,2022,,,77,,,,,,,,,,,,
45,Balyerwa,Wild dog,2023,,,105,,,,,,,,,,,,
45,Balyerwa,Wildebeest,1999,,,26,,,,,,,,,,,,
45,Balyerwa,Wildebeest,2000,,,26,,,,,,,,,,,,
45,Balyerwa,Wildebeest,2001,,,7,,,,,,,,,,,,
45,Balyerwa,Wildebeest,2002,,,26,,,,,,,,,,,,
45,Balyerwa,Wildebeest,2003,,,18,,,,,,,,,,,,
45,Balyerwa,Wildebeest,2006,,,33,,,,,,,,,,,,
45,Balyerwa,Wildebeest,2007,,,58,,,,,,,,,,,,
45,Balyerwa,Wildebeest,2008,,,58,,,,,,,,,,,,
45,Balyerwa,Wildebeest,2009,,,92,,,,,,,,,,,,
45,Balyerwa,Wildebeest,2010,,,60,,,,,,,,,,,,
45,Balyerwa,Wildebeest,2011,,,76,,,,,,,,,,,,
45,Balyerwa,Wildebeest,2012,,,75,,,,,,,,,,,,
45,Balyerwa,Wildebeest,2013,,,68,,,,,,,,,,,,
45,Balyerwa,Wildebeest,2014,,,79,,,,,,,,,,,,
45,Balyerwa,Wildebeest,2015,,,78,,,,,,,,,,,,
45,Balyerwa,Wildebeest,2016,18,1,86,20.9,,,,,,,,,,,
45,Balyerwa,Wildebeest,2017,45,1,86,52.3,,,,,,,,,,,
45,Balyerwa,Wildebeest,2018,,,93,,,,,,,,,,,,
45,Balyerwa,Wildebeest,2019,79,4,44,178.7,,,,,,,,,,,
45,Balyerwa,Wildebeest,2020,1,1,85,1.2,,,,,,,,,,,
45,Balyerwa,Wildebeest,2021,,,97,,,,,,,,,,,,
45,Balyerwa,Wildebeest,2022,,,77,,,,,,,,,,,,
45,Balyerwa,Wildebeest,2023,80,1,105,76.3,,,,,,,,,,,
49,Sobbe,African Wildcat,2007,,,20,,,,,,,,,,,,
49,Sobbe,African Wildcat,2008,,,111,,,,,,,,,,,,
49,Sobbe,African Wildcat,2009,,,96,,,,,,,,,,,,
49,Sobbe,African Wildcat,2010,,,178,,,,,,,,,,,,
49,Sobbe,African Wildcat,2011,,,90,,,,,,,,,,,,
49,Sobbe,African Wildcat,2012,,,91,,,,,,,,,,,,
49,Sobbe,African Wildcat,2013,,,103,,,,,,,,,,,,
49,Sobbe,African Wildcat,2014,,,99,,,,,,,,,,,,
49,Sobbe,African Wildcat,2015,,,103,,,,,,,,,,,,
49,Sobbe,African Wildcat,2016,,,100,,,,,,,,,,,,
49,Sobbe,African Wildcat,2017,,,101,,,,,,,,,,,,
49,Sobbe,African Wildcat,2018,,,87,,,,,,,,,,,,
49,Sobbe,African Wildcat,2019,,,105,,,,,,,,,,,,
49,Sobbe,African Wildcat,2020,,,100,,,,,,,,,,,,
49,Sobbe,African Wildcat,2021,,,104,,,,,,,,,,,,
49,Sobbe,African Wildcat,2022,1,1,110,0.9,,,,,,,,,,,
49,Sobbe,African Wildcat,2023,,,106,,,,,,,,,,,,
49,Sobbe,Baboon,2007,,,20,,,,,,,,,,,,
49,Sobbe,Baboon,2008,,,111,,,,,,,,,,,,
49,Sobbe,Baboon,2009,,,96,,,,,,,,,,,,
49,Sobbe,Baboon,2010,,,178,,,,,,,,,,,,
49,Sobbe,Baboon,2011,,,90,,,,,,,,,,,,
49,Sobbe,Baboon,2012,,,91,,,,,,,,,,,,
49,Sobbe,Baboon,2013,,,103,,,,,,,,,,,,
49,Sobbe,Baboon,2014,,,99,,,,,,,,,,,,
49,Sobbe,Baboon,2015,,,103,,,,,,,,,,,,
49,Sobbe,Baboon,2016,,,100,,,,,,,,,,,,
49,Sobbe,Baboon,2017,,,101,,,,,,,,,,,,
49,Sobbe,Baboon,2018,,,87,,,,,,,,,,,,
49,Sobbe,Baboon,2019,,,105,,,,,,,,,,,,
49,Sobbe,Baboon,2020,,,100,,,,,,,,,,,,
49,Sobbe,Baboon,2021,,,104,,,,,,,,,,,,
49,Sobbe,Baboon,2022,,,110,,,,,,,,,,,,
49,Sobbe,Baboon,2023,,,106,,,,,,,,,,,,
49,Sobbe,Bat-eared Fox,2007,,,20,,,,,,,,,,,,
49,Sobbe,Bat-eared Fox,2008,,,111,,,,,,,,,,,,
49,Sobbe,Bat-eared Fox,2009,,,96,,,,,,,,,,,,
49,Sobbe,Bat-eared Fox,2010,,,178,,,,,,,,,,,,
49,Sobbe,Bat-eared Fox,2011,,,90,,,,,,,,,,,,
49,Sobbe,Bat-eared Fox,2012,,,91,,,,,,,,,,,,
49,Sobbe,Bat-eared Fox,2013,,,103,,,,,,,,,,,,
49,Sobbe,Bat-eared Fox,2014,,,99,,,,,,,,,,,,
49,Sobbe,Bat-eared Fox,2015,,,103,,,,,,,,,,,,
49,Sobbe,Bat-eared Fox,2016,,,100,,,,,,,,,,,,
49,Sobbe,Bat-eared Fox,2017,,,101,,,,,,,,,,,,
49,Sobbe,Bat-eared Fox,2018,,,87,,,,,,,,,,,,
49,Sobbe,Bat-eared Fox,2019,,,105,,,,,,,,,,,,
49,Sobbe,Bat-eared Fox,2020,,,100,,,,,,,,,,,,
49,Sobbe,Bat-eared Fox,2021,,,104,,,,,,,,,,,,
49,Sobbe,Bat-eared Fox,2022,,,110,,,,,,,,,,,,
49,Sobbe,Bat-eared Fox,2023,,,106,,,,,,,,,,,,
49,Sobbe,Buffalo,2007,,,20,,,,,,,,,,,,
49,Sobbe,Buffalo,2008,,,111,,,,,,,,,,,,
49,Sobbe,Buffalo,2009,,,96,,,,,,,,,,,,
49,Sobbe,Buffalo,2010,,,178,,,,,,,,,,,,
49,Sobbe,Buffalo,2011,,,90,,,,,,,,,,,,
49,Sobbe,Buffalo,2012,,,91,,,,,,,,,,,,
49,Sobbe,Buffalo,2013,,,103,,,,,,,,,,,,
49,Sobbe,Buffalo,2014,,,99,,,,,,,,,,,,
49,Sobbe,Buffalo,2015,,,103,,,,,,,,,,,,
49,Sobbe,Buffalo,2016,,,100,,,,,,,,,,,,
49,Sobbe,Buffalo,2017,,,101,,,,,,,,,,,,
49,Sobbe,Buffalo,2018,,,87,,,,,,,,,,,,
49,Sobbe,Buffalo,2019,,,105,,,,,,,,,,,,
49,Sobbe,Buffalo,2020,,,100,,,,,,,,,,,,
49,Sobbe,Buffalo,2021,,,104,,,,,,,,,,,,
49,Sobbe,Buffalo,2022,86,2,110,78.5,,,,,,,,,,,
49,Sobbe,Buffalo,2023,,,106,,,,,,,,,,,,
49,Sobbe,Burchell's Zebra,2007,,,20,,,,,,,,,,,,
49,Sobbe,Burchell's Zebra,2008,,,111,,,,,,,,,,,,
49,Sobbe,Burchell's Zebra,2009,,,96,,,,,,,,,,,,
49,Sobbe,Burchell's Zebra,2010,13,3,178,7.3,,,,,,,,,,,
49,Sobbe,Burchell's Zebra,2011,,,90,,,,,,,,,,,,
49,Sobbe,Burchell's Zebra,2012,4,1,91,4.4,,,,,,,,,,,
49,Sobbe,Burchell's Zebra,2013,,,103,,,,,,,,,,,,
49,Sobbe,Burchell's Zebra,2014,25,1,99,25.3,,,,,,,,,,,
49,Sobbe,Burchell's Zebra,2015,11,3,103,10.7,,,,,,,,,,,
49,Sobbe,Burchell's Zebra,2016,,,100,,,,,,,,,,,,
49,Sobbe,Burchell's Zebra,2017,13,1,101,12.9,,,,,,,,,,,
49,Sobbe,Burchell's Zebra,2018,38,3,87,43.7,,,,,,,,,,,
49,Sobbe,Burchell's Zebra,2019,8,2,105,7.6,,,,,,,,,,,
49,Sobbe,Burchell's Zebra,2020,,,100,,,,,,,,,,,,
49,Sobbe,Burchell's Zebra,2021,,,104,,,,,,,,,,,,
49,Sobbe,Burchell's Zebra,2022,30,2,110,27.4,,,,,,,,,,,
49,Sobbe,Burchell's Zebra,2023,27,2,106,25.6,,,,,,,,,,,
49,Sobbe,Bushbuck,2007,,,20,,,,,,,,,,,,
49,Sobbe,Bushbuck,2008,,,111,,,,,,,,,,,,
49,Sobbe,Bushbuck,2009,,,96,,,,,,,,,,,,
49,Sobbe,Bushbuck,2010,,,178,,,,,,,,,,,,
49,Sobbe,Bushbuck,2011,,,90,,,,,,,,,,,,
49,Sobbe,Bushbuck,2012,,,91,,,,,,,,,,,,
49,Sobbe,Bushbuck,2013,,,103,,,,,,,,,,,,
49,Sobbe,Bushbuck,2014,,,99,,,,,,,,,,,,
49,Sobbe,Bushbuck,2015,,,103,,,,,,,,,,,,
49,Sobbe,Bushbuck,2016,,,100,,,,,,,,,,,,
49,Sobbe,Bushbuck,2017,,,101,,,,,,,,,,,,
49,Sobbe,Bushbuck,2018,,,87,,,,,,,,,,,,
49,Sobbe,Bushbuck,2019,,,105,,,,,,,,,,,,
49,Sobbe,Bushbuck,2020,,,100,,,,,,,,,,,,
49,Sobbe,Bushbuck,2021,,,104,,,,,,,,,,,,
49,Sobbe,Bushbuck,2022,,,110,,,,,,,,,,,,
49,Sobbe,Bushbuck,2023,,,106,,,,,,,,,,,,
49,Sobbe,Bushpig,2007,,,20,,,,,,,,,,,,
49,Sobbe,Bushpig,2008,,,111,,,,,,,,,,,,
49,Sobbe,Bushpig,2009,,,96,,,,,,,,,,,,
49,Sobbe,Bushpig,2010,,,178,,,,,,,,,,,,
49,Sobbe,Bushpig,2011,,,90,,,,,,,,,,,,
49,Sobbe,Bushpig,2012,,,91,,,,,,,,,,,,
49,Sobbe,Bushpig,2013,,,103,,,,,,,,,,,,
49,Sobbe,Bushpig,2014,1,1,99,1,,,,,,,,,,,
49,Sobbe,Bushpig,2015,,,103,,,,,,,,,,,,
49,Sobbe,Bushpig,2016,,,100,,,,,,,,,,,,
49,Sobbe,Bushpig,2017,,,101,,,,,,,,,,,,
49,Sobbe,Bushpig,2018,,,87,,,,,,,,,,,,
49,Sobbe,Bushpig,2019,,,105,,,,,,,,,,,,
49,Sobbe,Bushpig,2020,,,100,,,,,,,,,,,,
49,Sobbe,Bushpig,2021,,,104,,,,,,,,,,,,
49,Sobbe,Bushpig,2022,,,110,,,,,,,,,,,,
49,Sobbe,Bushpig,2023,,,106,,,,,,,,,,,,
49,Sobbe,Caracal,2007,,,20,,,,,,,,,,,,
49,Sobbe,Caracal,2008,,,111,,,,,,,,,,,,
49,Sobbe,Caracal,2009,,,96,,,,,,,,,,,,
49,Sobbe,Caracal,2010,,,178,,,,,,,,,,,,
49,Sobbe,Caracal,2011,,,90,,,,,,,,,,,,
49,Sobbe,Caracal,2012,,,91,,,,,,,,,,,,
49,Sobbe,Caracal,2013,,,103,,,,,,,,,,,,
49,Sobbe,Caracal,2014,,,99,,,,,,,,,,,,
49,Sobbe,Caracal,2015,,,103,,,,,,,,,,,,
49,Sobbe,Caracal,2016,,,100,,,,,,,,,,,,
49,Sobbe,Caracal,2017,,,101,,,,,,,,,,,,
49,Sobbe,Caracal,2018,,,87,,,,,,,,,,,,
49,Sobbe,Caracal,2019,,,105,,,,,,,,,,,,
49,Sobbe,Caracal,2020,,,100,,,,,,,,,,,,
49,Sobbe,Caracal,2021,,,104,,,,,,,,,,,,
49,Sobbe,Caracal,2022,,,110,,,,,,,,,,,,
49,Sobbe,Caracal,2023,,,106,,,,,,,,,,,,
49,Sobbe,Cheetah,2007,,,20,,,,,,,,,,,,
49,Sobbe,Cheetah,2008,,,111,,,,,,,,,,,,
49,Sobbe,Cheetah,2009,,,96,,,,,,,,,,,,
49,Sobbe,Cheetah,2010,,,178,,,,,,,,,,,,
49,Sobbe,Cheetah,2011,,,90,,,,,,,,,,,,
49,Sobbe,Cheetah,2012,,,91,,,,,,,,,,,,
49,Sobbe,Cheetah,2013,,,103,,,,,,,,,,,,
49,Sobbe,Cheetah,2014,,,99,,,,,,,,,,,,
49,Sobbe,Cheetah,2015,,,103,,,,,,,,,,,,
49,Sobbe,Cheetah,2016,,,100,,,,,,,,,,,,
49,Sobbe,Cheetah,2017,,,101,,,,,,,,,,,,
49,Sobbe,Cheetah,2018,,,87,,,,,,,,,,,,
49,Sobbe,Cheetah,2019,,,105,,,,,,,,,,,,
49,Sobbe,Cheetah,2020,,,100,,,,,,,,,,,,
49,Sobbe,Cheetah,2021,,,104,,,,,,,,,,,,
49,Sobbe,Cheetah,2022,,,110,,,,,,,,,,,,
49,Sobbe,Cheetah,2023,,,106,,,,,,,,,,,,
49,Sobbe,Crocodile,2007,,,20,,,,,,,,,,,,
49,Sobbe,Crocodile,2008,,,111,,,,,,,,,,,,
49,Sobbe,Crocodile,2009,,,96,,,,,,,,,,,,
49,Sobbe,Crocodile,2010,,,178,,,,,,,,,,,,
49,Sobbe,Crocodile,2011,,,90,,,,,,,,,,,,
49,Sobbe,Crocodile,2012,,,91,,,,,,,,,,,,
49,Sobbe,Crocodile,2013,,,103,,,,,,,,,,,,
49,Sobbe,Crocodile,2014,,,99,,,,,,,,,,,,
49,Sobbe,Crocodile,2015,,,103,,,,,,,,,,,,
49,Sobbe,Crocodile,2016,,,100,,,,,,,,,,,,
49,Sobbe,Crocodile,2017,,,101,,,,,,,,,,,,
49,Sobbe,Crocodile,2018,,,87,,,,,,,,,,,,
49,Sobbe,Crocodile,2019,,,105,,,,,,,,,,,,
49,Sobbe,Crocodile,2020,,,100,,,,,,,,,,,,
49,Sobbe,Crocodile,2021,1,1,104,1,,,,,,,,,,,
49,Sobbe,Crocodile,2022,,,110,,,,,,,,,,,,
49,Sobbe,Crocodile,2023,,,106,,,,,,,,,,,,
49,Sobbe,Duiker,2007,,,20,,,,,,,,,,,,
49,Sobbe,Duiker,2008,4,4,111,3.6,,,,,,,,,,,
49,Sobbe,Duiker,2009,8,8,96,8.3,,,,,,,,,,,
49,Sobbe,Duiker,2010,5,4,178,2.8,,,,,,,,,,,
49,Sobbe,Duiker,2011,11,9,90,12.3,,,,,,,,,,,
49,Sobbe,Duiker,2012,7,7,91,7.7,,,,,,,,,,,
49,Sobbe,Duiker,2013,3,3,103,2.9,,,,,,,,,,,
49,Sobbe,Duiker,2014,9,9,99,9.1,,,,,,,,,,,
49,Sobbe,Duiker,2015,4,4,103,3.9,,,,,,,,,,,
49,Sobbe,Duiker,2016,10,7,100,10,,,,,,,,,,,
49,Sobbe,Duiker,2017,4,3,101,4,,,,,,,,,,,
49,Sobbe,Duiker,2018,5,4,87,5.7,,,,,,,,,,,
49,Sobbe,Duiker,2019,9,9,105,8.6,,,,,,,,,,,
49,Sobbe,Duiker,2020,13,13,100,13,,,,,,,,,,,
49,Sobbe,Duiker,2021,10,9,104,9.6,,,,,,,,,,,
49,Sobbe,Duiker,2022,5,4,110,4.6,,,,,,,,,,,
49,Sobbe,Duiker,2023,6,6,106,5.7,,,,,,,,,,,
49,Sobbe,Eland,2007,,,20,,,,,,,,,,,,
49,Sobbe,Eland,2008,,,111,,,,,,,,,,,,
49,Sobbe,Eland,2009,1,1,96,1,,,,,,,,,,,
49,Sobbe,Eland,2010,,,178,,,,,,,,,,,,
49,Sobbe,Eland,2011,,,90,,,,,,,,,,,,
49,Sobbe,Eland,2012,,,91,,,,,,,,,,,,
49,Sobbe,Eland,2013,,,103,,,,,,,,,,,,
49,Sobbe,Eland,2014,,,99,,,,,,,,,,,,
49,Sobbe,Eland,2015,,,103,,,,,,,,,,,,
49,Sobbe,Eland,2016,,,100,,,,,,,,,,,,
49,Sobbe,Eland,2017,5,2,101,5,,,,,,,,,,,
49,Sobbe,Eland,2018,5,1,87,5.7,,,,,,,,,,,
49,Sobbe,Eland,2019,2,1,105,1.9,,,,,,,,,,,
49,Sobbe,Eland,2020,1,1,100,1,,,,,,,,,,,
49,Sobbe,Eland,2021,10,1,104,9.6,,,,,,,,,,,
49,Sobbe,Eland,2022,2,2,110,1.8,,,,,,,,,,,
49,Sobbe,Eland,2023,25,1,106,23.7,,,,,,,,,,,
49,Sobbe,Elephant,2007,,,20,,,,,,,,,,,,
49,Sobbe,Elephant,2008,,,111,,,,,,,,,,,,
49,Sobbe,Elephant,2009,13,2,96,13.5,,,,,,,,,,,
49,Sobbe,Elephant,2010,3,1,178,1.7,,,,,,,,,,,
49,Sobbe,Elephant,2011,,,90,,,,,,,,,,,,
49,Sobbe,Elephant,2012,,,91,,,,,,,,,,,,
49,Sobbe,Elephant,2013,,,103,,,,,,,,,,,,
49,Sobbe,Elephant,2014,,,99,,,,,,,,,,,,
49,Sobbe,Elephant,2015,,,103,,,,,,,,,,,,
49,Sobbe,Elephant,2016,,,100,,,,,,,,,,,,
49,Sobbe,Elephant,2017,,,101,,,,,,,,,,,,
49,Sobbe,Elephant,2018,,,87,,,,,,,,,,,,
49,Sobbe,Elephant,2019,,,105,,,,,,,,,,,,
49,Sobbe,Elephant,2020,,,100,,,,,,,,,,,,
49,Sobbe,Elephant,2021,,,104,,,,,,,,,,,,
49,Sobbe,Elephant,2022,10,1,110,9.1,,,,,,,,,,,
49,Sobbe,Elephant,2023,5,1,106,4.7,,,,,,,,,,,
49,Sobbe,Gemsbok,2007,,,20,,,,,,,,,,,,
49,Sobbe,Gemsbok,2008,,,111,,,,,,,,,,,,
49,Sobbe,Gemsbok,2009,,,96,,,,,,,,,,,,
49,Sobbe,Gemsbok,2010,,,178,,,,,,,,,,,,
49,Sobbe,Gemsbok,2011,,,90,,,,,,,,,,,,
49,Sobbe,Gemsbok,2012,,,91,,,,,,,,,,,,
49,Sobbe,Gemsbok,2013,,,103,,,,,,,,,,,,
49,Sobbe,Gemsbok,2014,,,99,,,,,,,,,,,,
49,Sobbe,Gemsbok,2015,,,103,,,,,,,,,,,,
49,Sobbe,Gemsbok,2016,,,100,,,,,,,,,,,,
49,Sobbe,Gemsbok,2017,,,101,,,,,,,,,,,,
49,Sobbe,Gemsbok,2018,,,87,,,,,,,,,,,,
49,Sobbe,Gemsbok,2019,,,105,,,,,,,,,,,,
49,Sobbe,Gemsbok,2020,,,100,,,,,,,,,,,,
49,Sobbe,Gemsbok,2021,,,104,,,,,,,,,,,,
49,Sobbe,Gemsbok,2022,,,110,,,,,,,,,,,,
49,Sobbe,Gemsbok,2023,,,106,,,,,,,,,,,,
49,Sobbe,Giraffe,2007,,,20,,,,,,,,,,,,
49,Sobbe,Giraffe,2008,7,2,111,6.3,,,,,,,,,,,
49,Sobbe,Giraffe,2009,,,96,,,,,,,,,,,,
49,Sobbe,Giraffe,2010,,,178,,,,,,,,,,,,
49,Sobbe,Giraffe,2011,,,90,,,,,,,,,,,,
49,Sobbe,Giraffe,2012,,,91,,,,,,,,,,,,
49,Sobbe,Giraffe,2013,,,103,,,,,,,,,,,,
49,Sobbe,Giraffe,2014,,,99,,,,,,,,,,,,
49,Sobbe,Giraffe,2015,,,103,,,,,,,,,,,,
49,Sobbe,Giraffe,2016,,,100,,,,,,,,,,,,
49,Sobbe,Giraffe,2017,,,101,,,,,,,,,,,,
49,Sobbe,Giraffe,2018,,,87,,,,,,,,,,,,
49,Sobbe,Giraffe,2019,,,105,,,,,,,,,,,,
49,Sobbe,Giraffe,2020,,,100,,,,,,,,,,,,
49,Sobbe,Giraffe,2021,,,104,,,,,,,,,,,,
49,Sobbe,Giraffe,2022,,,110,,,,,,,,,,,,
49,Sobbe,Giraffe,2023,7,3,106,6.6,,,,,,,,,,,
49,Sobbe,Hartebeest,2007,,,20,,,,,,,,,,,,
49,Sobbe,Hartebeest,2008,,,111,,,,,,,,,,,,
49,Sobbe,Hartebeest,2009,,,96,,,,,,,,,,,,
49,Sobbe,Hartebeest,2010,,,178,,,,,,,,,,,,
49,Sobbe,Hartebeest,2011,,,90,,,,,,,,,,,,
49,Sobbe,Hartebeest,2012,,,91,,,,,,,,,,,,
49,Sobbe,Hartebeest,2013,,,103,,,,,,,,,,,,
49,Sobbe,Hartebeest,2014,,,99,,,,,,,,,,,,
49,Sobbe,Hartebeest,2015,,,103,,,,,,,,,,,,
49,Sobbe,Hartebeest,2016,,,100,,,,,,,,,,,,
49,Sobbe,Hartebeest,2017,,,101,,,,,,,,,,,,
49,Sobbe,Hartebeest,2018,,,87,,,,,,,,,,,,
49,Sobbe,Hartebeest,2019,,,105,,,,,,,,,,,,
49,Sobbe,Hartebeest,2020,,,100,,,,,,,,,,,,
49,Sobbe,Hartebeest,2021,,,104,,,,,,,,,,,,
49,Sobbe,Hartebeest,2022,,,110,,,,,,,,,,,,
49,Sobbe,Hartebeest,2023,,,106,,,,,,,,,,,,
49,Sobbe,Hippo,2007,,,20,,,,,,,,,,,,
49,Sobbe,Hippo,2008,,,111,,,,,,,,,,,,
49,Sobbe,Hippo,2009,,,96,,,,,,,,,,,,
49,Sobbe,Hippo,2010,,,178,,,,,,,,,,,,
49,Sobbe,Hippo,2011,,,90,,,,,,,,,,,,
49,Sobbe,Hippo,2012,,,91,,,,,,,,,,,,
49,Sobbe,Hippo,2013,,,103,,,,,,,,,,,,
49,Sobbe,Hippo,2014,,,99,,,,,,,,,,,,
49,Sobbe,Hippo,2015,,,103,,,,,,,,,,,,
49,Sobbe,Hippo,2016,,,100,,,,,,,,,,,,
49,Sobbe,Hippo,2017,,,101,,,,,,,,,,,,
49,Sobbe,Hippo,2018,,,87,,,,,,,,,,,,
49,Sobbe,Hippo,2019,,,105,,,,,,,,,,,,
49,Sobbe,Hippo,2020,,,100,,,,,,,,,,,,
49,Sobbe,Hippo,2021,,,104,,,,,,,,,,,,
49,Sobbe,Hippo,2022,,,110,,,,,,,,,,,,
49,Sobbe,Hippo,2023,,,106,,,,,,,,,,,,
49,Sobbe,Honey Badger,2007,,,20,,,,,,,,,,,,
49,Sobbe,Honey Badger,2008,,,111,,,,,,,,,,,,
49,Sobbe,Honey Badger,2009,,,96,,,,,,,,,,,,
49,Sobbe,Honey Badger,2010,,,178,,,,,,,,,,,,
49,Sobbe,Honey Badger,2011,,,90,,,,,,,,,,,,
49,Sobbe,Honey Badger,2012,,,91,,,,,,,,,,,,
49,Sobbe,Honey Badger,2013,,,103,,,,,,,,,,,,
49,Sobbe,Honey Badger,2014,,,99,,,,,,,,,,,,
49,Sobbe,Honey Badger,2015,,,103,,,,,,,,,,,,
49,Sobbe,Honey Badger,2016,,,100,,,,,,,,,,,,
49,Sobbe,Honey Badger,2017,,,101,,,,,,,,,,,,
49,Sobbe,Honey Badger,2018,,,87,,,,,,,,,,,,
49,Sobbe,Honey Badger,2019,,,105,,,,,,,,,,,,
49,Sobbe,Honey Badger,2020,,,100,,,,,,,,,,,,
49,Sobbe,Honey Badger,2021,,,104,,,,,,,,,,,,
49,Sobbe,Honey Badger,2022,,,110,,,,,,,,,,,,
49,Sobbe,Honey Badger,2023,,,106,,,,,,,,,,,,
49,Sobbe,Impala,2007,,,20,,,,,,,,,,,,
49,Sobbe,Impala,2008,,,111,,,,,,,,,,,,
49,Sobbe,Impala,2009,,,96,,,,,,,,,,,,
49,Sobbe,Impala,2010,,,178,,,,,,,,,,,,
49,Sobbe,Impala,2011,,,90,,,,,,,,,,,,
49,Sobbe,Impala,2012,,,91,,,,,,,,,,,,
49,Sobbe,Impala,2013,,,103,,,,,,,,,,,,
49,Sobbe,Impala,2014,,,99,,,,,,,,,,,,
49,Sobbe,Impala,2015,,,103,,,,,,,,,,,,
49,Sobbe,Impala,2016,,,100,,,,,,,,,,,,
49,Sobbe,Impala,2017,,,101,,,,,,,,,,,,
49,Sobbe,Impala,2018,,,87,,,,,,,,,,,,
49,Sobbe,Impala,2019,,,105,,,,,,,,,,,,
49,Sobbe,Impala,2020,,,100,,,,,,,,,,,,
49,Sobbe,Impala,2021,,,104,,,,,,,,,,,,
49,Sobbe,Impala,2022,,,110,,,,,,,,,,,,
49,Sobbe,Impala,2023,8,1,106,7.6,,,,,,,,,,,
49,Sobbe,"Impala, Black-faced",2007,,,20,,,,,,,,,,,,
49,Sobbe,"Impala, Black-faced",2008,,,111,,,,,,,,,,,,
49,Sobbe,"Impala, Black-faced",2009,,,96,,,,,,,,,,,,
49,Sobbe,"Impala, Black-faced",2010,,,178,,,,,,,,,,,,
49,Sobbe,"Impala, Black-faced",2011,,,90,,,,,,,,,,,,
49,Sobbe,"Impala, Black-faced",2012,,,91,,,,,,,,,,,,
49,Sobbe,"Impala, Black-faced",2013,,,103,,,,,,,,,,,,
49,Sobbe,"Impala, Black-faced",2014,,,99,,,,,,,,,,,,
49,Sobbe,"Impala, Black-faced",2015,,,103,,,,,,,,,,,,
49,Sobbe,"Impala, Black-faced",2016,,,100,,,,,,,,,,,,
49,Sobbe,"Impala, Black-faced",2017,,,101,,,,,,,,,,,,
49,Sobbe,"Impala, Black-faced",2018,,,87,,,,,,,,,,,,
49,Sobbe,"Impala, Black-faced",2019,,,105,,,,,,,,,,,,
49,Sobbe,"Impala, Black-faced",2020,,,100,,,,,,,,,,,,
49,Sobbe,"Impala, Black-faced",2021,,,104,,,,,,,,,,,,
49,Sobbe,"Impala, Black-faced",2022,,,110,,,,,,,,,,,,
49,Sobbe,"Impala, Black-faced",2023,,,106,,,,,,,,,,,,
49,Sobbe,"Jackal, Black-backed",2007,,,20,,,,,,,,,,,,
49,Sobbe,"Jackal, Black-backed",2008,,,111,,,,,,,,,,,,
49,Sobbe,"Jackal, Black-backed",2009,,,96,,,,,,,,,,,,
49,Sobbe,"Jackal, Black-backed",2010,,,178,,,,,,,,,,,,
49,Sobbe,"Jackal, Black-backed",2011,,,90,,,,,,,,,,,,
49,Sobbe,"Jackal, Black-backed",2012,,,91,,,,,,,,,,,,
49,Sobbe,"Jackal, Black-backed",2013,,,103,,,,,,,,,,,,
49,Sobbe,"Jackal, Black-backed",2014,,,99,,,,,,,,,,,,
49,Sobbe,"Jackal, Black-backed",2015,,,103,,,,,,,,,,,,
49,Sobbe,"Jackal, Black-backed",2016,,,100,,,,,,,,,,,,
49,Sobbe,"Jackal, Black-backed",2017,,,101,,,,,,,,,,,,
49,Sobbe,"Jackal, Black-backed",2018,,,87,,,,,,,,,,,,
49,Sobbe,"Jackal, Black-backed",2019,,,105,,,,,,,,,,,,
49,Sobbe,"Jackal, Black-backed",2020,,,100,,,,,,,,,,,,
49,Sobbe,"Jackal, Black-backed",2021,,,104,,,,,,,,,,,,
49,Sobbe,"Jackal, Black-backed",2022,1,1,110,0.9,,,,,,,,,,,
49,Sobbe,"Jackal, Black-backed",2023,,,106,,,,,,,,,,,,
49,Sobbe,"Jackal, Side-striped",2007,,,20,,,,,,,,,,,,
49,Sobbe,"Jackal, Side-striped",2008,,,111,,,,,,,,,,,,
49,Sobbe,"Jackal, Side-striped",2009,,,96,,,,,,,,,,,,
49,Sobbe,"Jackal, Side-striped",2010,,,178,,,,,,,,,,,,
49,Sobbe,"Jackal, Side-striped",2011,,,90,,,,,,,,,,,,
49,Sobbe,"Jackal, Side-striped",2012,,,91,,,,,,,,,,,,
49,Sobbe,"Jackal, Side-striped",2013,,,103,,,,,,,,,,,,
49,Sobbe,"Jackal, Side-striped",2014,,,99,,,,,,,,,,,,
49,Sobbe,"Jackal, Side-striped",2015,,,103,,,,,,,,,,,,
49,Sobbe,"Jackal, Side-striped",2016,,,100,,,,,,,,,,,,
49,Sobbe,"Jackal, Side-striped",2017,,,101,,,,,,,,,,,,
49,Sobbe,"Jackal, Side-striped",2018,,,87,,,,,,,,,,,,
49,Sobbe,"Jackal, Side-striped",2019,,,105,,,,,,,,,,,,
49,Sobbe,"Jackal, Side-striped",2020,,,100,,,,,,,,,,,,
49,Sobbe,"Jackal, Side-striped",2021,,,104,,,,,,,,,,,,
49,Sobbe,"Jackal, Side-striped",2022,,,110,,,,,,,,,,,,
